Design,nRAS,nBTBEntries,nBHTEntries,nICacheSets,nICacheWays,nICacheTLBWays,MulDivUnroll,useVM,nDCacheSets,nDCacheWays,nDCacheTLBWays,nMSHRs,chipfinish_Total_Area,cts_Total_Area,floorplan_Total_Area,placement_Total_Area,route_Total_Area,chipfinish_Fast_Total_Power(nW),chipfinish_Slow_Total_Power(nW),chipfinish_Typical_Total_Power(nW),cts_Fast_Total_Power(nW),cts_Slow_Total_Power(nW),cts_Typical_Total_Power(nW),floorplan_Fast_Total_Power(nW),floorplan_Slow_Total_Power(nW),floorplan_Typical_Total_Power(nW),placement_Fast_Total_Power(nW),placement_Slow_Total_Power(nW),placement_Typical_Total_Power(nW),route_Fast_Total_Power(nW),route_Slow_Total_Power(nW),route_Typical_Total_Power(nW),chipfinish_FUNC_Fast_(Setup)_WNS,chipfinish_FUNC_Slow_(Setup)_WNS,chipfinish_FUNC_Typical_(Setup)_WNS,cts_FUNC_Fast_(Setup)_WNS,cts_FUNC_Slow_(Setup)_WNS,cts_FUNC_Typical_(Setup)_WNS,floorplan_FUNC_Fast_(Setup)_WNS,floorplan_FUNC_Slow_(Setup)_WNS,floorplan_FUNC_Typical_(Setup)_WNS,placement_FUNC_Fast_(Setup)_WNS,placement_FUNC_Slow_(Setup)_WNS,placement_FUNC_Typical_(Setup)_WNS,route_FUNC_Fast_(Setup)_WNS,route_FUNC_Slow_(Setup)_WNS,route_FUNC_Typical_(Setup)_WNS,Frequency
RocketTile_15,3.0,0.0,1024.0,64.0,1.0,24.0,8.0,0.0,64.0,1.0,4.0,3.0,29854.1376,29854.1376,29854.1376,29854.1376,29854.1376,94949000.0,36083000.0,54415000.0,91908000.0,35683000.0,53489000.0,62284000.0,29257000.0,42324000.0,90586000.0,31796000.0,50352000.0,95006000.0,36100000.0,54446000.0,-0.2305,-0.4429,-0.2862,-0.2299,-0.4413,-0.286,-0.8312,-1.4628,-1.0425,-0.2336,-0.4155,-0.2913,-0.2302,-0.4425,-0.2859,4000
RocketTile_16,12.0,42.0,128.0,32.0,4.0,32.0,8.0,0.0,64.0,1.0,8.0,3.0,43767.3542,43767.3542,43767.3542,43767.3542,43767.3542,138780000.0,58904000.0,85338000.0,134940000.0,58334000.0,84135000.0,102350000.0,50337000.0,70925000.0,135370000.0,53573000.0,80978000.0,138760000.0,58892000.0,85321000.0,-0.2734,-0.4863,-0.3384,-0.2905,-0.4969,-0.3602,-0.8978,-1.4278,-1.0668,-0.2623,-0.4247,-0.316,-0.2732,-0.4851,-0.3378,4000
RocketTile_17,9.0,0.0,0.0,64.0,1.0,8.0,8.0,0.0,64.0,1.0,24.0,1.0,26957.8627,26957.8627,26957.8627,26957.8627,26957.8627,76585000.0,26345000.0,40443000.0,73652000.0,25936000.0,39515000.0,45426000.0,20210000.0,29223000.0,72654000.0,22475000.0,36799000.0,76644000.0,26368000.0,40480000.0,-0.2139,-0.4,-0.2722,-0.2178,-0.4001,-0.2807,-0.7877,-1.4107,-0.9894,-0.217,-0.3935,-0.2742,-0.2137,-0.3993,-0.2715,4000
RocketTile_18,3.0,42.0,512.0,64.0,2.0,20.0,4.0,1.0,32.0,1.0,32.0,2.0,38689.5024,38689.5024,38689.5024,38689.5024,38689.5024,121910000.0,46608000.0,70345000.0,118260000.0,45949000.0,69006000.0,80387000.0,36395000.0,52641000.0,119080000.0,40077000.0,65233000.0,121890000.0,46599000.0,70332000.0,-0.2977,-0.476,-0.354,-0.277,-0.4717,-0.3395,-1.0539,-1.6953,-1.2754,-0.2475,-0.4282,-0.2988,-0.2981,-0.4758,-0.3539,4000
RocketTile_19,12.0,42.0,512.0,64.0,2.0,16.0,4.0,0.0,32.0,1.0,24.0,1.0,34181.532,34181.532,34181.532,34181.532,34181.532,99559000.0,37184000.0,55877000.0,96537000.0,36686000.0,54867000.0,66806000.0,29988000.0,43099000.0,98167000.0,32077000.0,52219000.0,99540000.0,37176000.0,55865000.0,-0.2607,-0.4468,-0.3119,-0.2675,-0.4656,-0.3272,-0.9278,-1.6495,-1.1695,-0.2403,-0.3997,-0.2922,-0.2597,-0.4449,-0.3108,4000
RocketTile_20,12.0,56.0,1024.0,32.0,1.0,32.0,4.0,0.0,64.0,4.0,12.0,2.0,45420.7738,45420.7738,45420.7738,45420.7738,45420.7738,135780000.0,55346000.0,81631000.0,131320000.0,54654000.0,80201000.0,2808300000.0,1866200000.0,2308900000.0,2848900000.0,1870900000.0,2322900000.0,135760000.0,55335000.0,81614000.0,-0.3604,-0.5661,-0.422,-0.3379,-0.5446,-0.4034,-188.0921,-373.7601,-228.241,-0.2699,-0.4389,-0.3222,-0.36,-0.5654,-0.4214,4000
RocketTile_21,12.0,14.0,0.0,64.0,4.0,24.0,8.0,1.0,64.0,4.0,8.0,2.0,65971.6632,65971.6632,65971.6632,65971.6632,65971.6632,161410000.0,69091000.0,99019000.0,157420000.0,68448000.0,97667000.0,122840000.0,59374000.0,83358000.0,155800000.0,62996000.0,93278000.0,161360000.0,69067000.0,98982000.0,-0.2702,-0.5159,-0.3428,-0.2805,-0.5138,-0.3462,-0.902,-1.5716,-1.1247,-0.2442,-0.436,-0.3031,-0.2697,-0.5154,-0.3428,4000
RocketTile_22,12.0,42.0,512.0,64.0,2.0,12.0,8.0,0.0,64.0,4.0,20.0,2.0,52828.0286,52828.0286,52828.0286,52828.0286,52828.0286,137800000.0,57562000.0,83236000.0,134130000.0,56940000.0,82006000.0,99312000.0,47827000.0,66952000.0,134290000.0,50764000.0,77898000.0,137770000.0,57547000.0,83213000.0,-0.2965,-0.5084,-0.3603,-0.3076,-0.5169,-0.3749,-0.9746,-1.6185,-1.1919,-0.2446,-0.4306,-0.2953,-0.2956,-0.5069,-0.3594,4000
RocketTile_23,9.0,42.0,512.0,64.0,4.0,12.0,4.0,1.0,64.0,1.0,16.0,2.0,52665.4282,52665.4282,52665.4282,52665.4282,52665.4282,153060000.0,60787000.0,90730000.0,148700000.0,60090000.0,89301000.0,108410000.0,49691000.0,71428000.0,147650000.0,53749000.0,84344000.0,153020000.0,60771000.0,90706000.0,-0.3124,-0.5063,-0.3799,-0.3101,-0.4946,-0.3722,-0.9586,-1.6015,-1.1848,-0.2614,-0.4208,-0.316,-0.3142,-0.5062,-0.3798,4000
RocketTile_24,3.0,28.0,0.0,32.0,4.0,12.0,4.0,0.0,64.0,1.0,20.0,1.0,38734.3728,38734.3728,38734.3728,38734.3728,38734.3728,111250000.0,45338000.0,65879000.0,108060000.0,44924000.0,64890000.0,81519000.0,39763000.0,55579000.0,107210000.0,41679000.0,62316000.0,111230000.0,45330000.0,65865000.0,-0.2817,-0.469,-0.341,-0.2507,-0.4431,-0.3128,-0.919,-1.5999,-1.1471,-0.2309,-0.4131,-0.2887,-0.2814,-0.4688,-0.3406,4000
RocketTile_25,0.0,28.0,256.0,64.0,4.0,32.0,8.0,1.0,64.0,1.0,16.0,1.0,49183.4851,49183.4851,49183.4851,49183.4851,49183.4851,125500000.0,49609000.0,72940000.0,121630000.0,49022000.0,71648000.0,90029000.0,41294000.0,59051000.0,121840000.0,44296000.0,68367000.0,125490000.0,49602000.0,72928000.0,-0.256,-0.4434,-0.3178,-0.2465,-0.4418,-0.3118,-0.7637,-1.4965,-0.9984,-0.2232,-0.4043,-0.2829,-0.2547,-0.4418,-0.3163,4000
RocketTile_26,0.0,56.0,1024.0,64.0,2.0,8.0,4.0,1.0,64.0,4.0,24.0,1.0,51307.0042,51307.0042,51307.0042,51307.0042,51307.0042,122730000.0,49994000.0,72222000.0,118670000.0,49372000.0,70868000.0,86006000.0,41416000.0,57709000.0,117350000.0,44185000.0,66709000.0,122700000.0,49979000.0,72200000.0,-0.333,-0.5225,-0.3924,-0.3142,-0.5301,-0.3862,-1.1603,-1.8746,-1.4025,-0.2369,-0.4483,-0.3031,-0.3322,-0.5225,-0.391,4000
RocketTile_27,12.0,42.0,256.0,64.0,2.0,8.0,4.0,0.0,32.0,1.0,4.0,1.0,34139.3976,34139.3976,34139.3976,34139.3976,34139.3976,96201000.0,35344000.0,53471000.0,93156000.0,34926000.0,52545000.0,63765000.0,28442000.0,41046000.0,92356000.0,30640000.0,49267000.0,96185000.0,35337000.0,53460000.0,-0.297,-0.4814,-0.3539,-0.2839,-0.4694,-0.3431,-0.9131,-1.535,-1.1378,-0.2552,-0.4115,-0.3099,-0.2969,-0.481,-0.3538,4000
RocketTile_28,12.0,42.0,256.0,32.0,2.0,16.0,4.0,1.0,32.0,2.0,24.0,1.0,37094.1682,37094.1682,37094.1682,37094.1682,37094.1682,120520000.0,45709000.0,68809000.0,116260000.0,45068000.0,67435000.0,75748000.0,35189000.0,50029000.0,112550000.0,38474000.0,61255000.0,120500000.0,45699000.0,68794000.0,-0.3208,-0.5284,-0.3862,-0.3067,-0.5277,-0.3786,-0.7466,-1.3249,-0.9211,-0.2685,-0.4395,-0.3246,-0.3205,-0.5274,-0.3853,4000
RocketTile_29,3.0,42.0,256.0,64.0,2.0,8.0,4.0,0.0,32.0,2.0,32.0,2.0,39058.5888,39058.5888,39058.5888,39058.5888,39058.5888,116840000.0,45322000.0,68026000.0,113240000.0,44781000.0,66868000.0,78839000.0,37404000.0,52958000.0,110520000.0,39784000.0,62153000.0,116820000.0,45313000.0,68013000.0,-0.2959,-0.4751,-0.3518,-0.2987,-0.4641,-0.3534,-0.9538,-1.6741,-1.19,-0.2443,-0.4236,-0.2938,-0.2959,-0.4749,-0.3516,4000
RocketTile_30,3.0,42.0,256.0,64.0,4.0,16.0,8.0,0.0,32.0,1.0,4.0,1.0,46625.544,46625.544,46625.544,46625.544,46625.544,124320000.0,50010000.0,73192000.0,121000000.0,49450000.0,72105000.0,88965000.0,41770000.0,58932000.0,121040000.0,44598000.0,68650000.0,124290000.0,50000000.0,73177000.0,-0.2841,-0.4852,-0.3416,-0.2798,-0.4796,-0.3399,-0.7803,-1.3065,-0.9517,-0.2413,-0.4037,-0.2948,-0.2843,-0.4844,-0.3406,4000
RocketTile_31,0.0,42.0,0.0,32.0,4.0,4.0,8.0,1.0,32.0,4.0,24.0,3.0,54153.2376,54153.2376,54153.2376,54153.2376,54153.2376,166210000.0,75180000.0,106360000.0,162350000.0,74539000.0,105070000.0,128470000.0,65368000.0,90776000.0,160800000.0,68762000.0,100420000.0,166170000.0,75159000.0,106330000.0,-0.306,-0.5309,-0.3805,-0.3057,-0.5311,-0.376,-1.0089,-1.6709,-1.2348,-0.2526,-0.4542,-0.3153,-0.3054,-0.5295,-0.3793,4000
RocketTile_32,9.0,56.0,128.0,32.0,4.0,28.0,8.0,1.0,32.0,4.0,12.0,3.0,57158.0496,57158.0496,57158.0496,57158.0496,57158.0496,178460000.0,79381000.0,113100000.0,174150000.0,78588000.0,111530000.0,133750000.0,67423000.0,93825000.0,173740000.0,71851000.0,106610000.0,178410000.0,79358000.0,113070000.0,-0.3358,-0.5453,-0.402,-0.3098,-0.5188,-0.3719,-1.0443,-1.835,-1.3101,-0.2668,-0.454,-0.3244,-0.3338,-0.5443,-0.4008,4000
RocketTile_33,12.0,28.0,512.0,64.0,1.0,32.0,8.0,0.0,32.0,4.0,16.0,1.0,38873.8267,38873.8267,38873.8267,38873.8267,38873.8267,117260000.0,46881000.0,68718000.0,113170000.0,46243000.0,67315000.0,78562000.0,38588000.0,53343000.0,111270000.0,41578000.0,63353000.0,117230000.0,46867000.0,68696000.0,-0.2959,-0.4931,-0.3586,-0.3,-0.5109,-0.3711,-1.1129,-1.902,-1.3676,-0.2473,-0.4283,-0.3031,-0.2954,-0.4931,-0.3583,4000
RocketTile_34,12.0,0.0,128.0,64.0,4.0,20.0,8.0,1.0,32.0,1.0,24.0,3.0,50488.0646,50488.0646,50488.0646,50488.0646,50488.0646,144500000.0,60634000.0,88514000.0,140900000.0,60041000.0,87269000.0,107830000.0,50840000.0,72976000.0,138900000.0,54333000.0,82421000.0,144450000.0,60617000.0,88487000.0,-0.2687,-0.4813,-0.3309,-0.2566,-0.4524,-0.3197,-0.9005,-1.585,-1.1285,-0.232,-0.4122,-0.2895,-0.268,-0.4814,-0.33,4000
RocketTile_35,9.0,42.0,0.0,32.0,1.0,20.0,4.0,0.0,32.0,1.0,8.0,3.0,,26480.2392,26480.2392,26480.2392,,,,,89354000.0,35320000.0,52643000.0,61290000.0,29317000.0,42197000.0,89320000.0,31736000.0,50125000.0,,,,,,,-0.2521,-0.4422,-0.3136,-1.0541,-1.7257,-1.285,-0.2304,-0.4136,-0.287,,,,4000
RocketTile_36,9.0,0.0,0.0,64.0,1.0,28.0,8.0,1.0,32.0,4.0,12.0,2.0,41379.4829,41379.4829,41379.4829,41379.4829,41379.4829,122980000.0,50981000.0,73919000.0,118730000.0,50298000.0,72504000.0,83563000.0,41323000.0,57733000.0,117570000.0,44816000.0,68049000.0,122920000.0,50954000.0,73880000.0,-0.3278,-0.5302,-0.3942,-0.3325,-0.5395,-0.4035,-1.0435,-1.8074,-1.2958,-0.2396,-0.4292,-0.294,-0.3272,-0.5301,-0.3939,4000
RocketTile_37,12.0,56.0,1024.0,64.0,2.0,4.0,8.0,0.0,32.0,4.0,4.0,2.0,47895.9782,47895.9782,47895.9782,47895.9782,47895.9782,147210000.0,61557000.0,89744000.0,143500000.0,60989000.0,88700000.0,2818600000.0,1871900000.0,2316500000.0,2858800000.0,1876200000.0,2330100000.0,147170000.0,61539000.0,89717000.0,-0.2772,-0.497,-0.3437,-0.2845,-0.4844,-0.3523,-188.0019,-373.9464,-228.3096,-0.2392,-0.4192,-0.2948,-0.2764,-0.4971,-0.3429,4000
RocketTile_38,0.0,28.0,0.0,32.0,1.0,24.0,8.0,0.0,64.0,2.0,12.0,3.0,33238.5696,33238.5696,33238.5696,33238.5696,33238.5696,99932000.0,40133000.0,59165000.0,96802000.0,39631000.0,58114000.0,69740000.0,33824000.0,48070000.0,97423000.0,36362000.0,56038000.0,99965000.0,40142000.0,59184000.0,-0.2403,-0.4483,-0.3056,-0.2462,-0.4538,-0.3043,-0.9069,-1.6402,-1.1417,-0.2228,-0.4229,-0.2756,-0.2395,-0.4482,-0.3047,4000
RocketTile_39,3.0,56.0,0.0,64.0,1.0,32.0,8.0,0.0,32.0,2.0,32.0,2.0,30668.2344,30668.2344,30668.2344,30668.2344,30668.2344,92760000.0,36068000.0,53380000.0,89991000.0,35650000.0,52483000.0,60989000.0,29394000.0,41552000.0,89952000.0,31886000.0,49655000.0,92745000.0,36065000.0,53375000.0,-0.2509,-0.4701,-0.3127,-0.2574,-0.4538,-0.3231,-0.7854,-1.4099,-0.9865,-0.2258,-0.4104,-0.2781,-0.2502,-0.4701,-0.3124,4000
RocketTile_40,9.0,42.0,256.0,64.0,2.0,32.0,4.0,1.0,64.0,4.0,16.0,2.0,55742.4979,55742.4979,55742.4979,55742.4979,55742.4979,144280000.0,59062000.0,86264000.0,140240000.0,58339000.0,84870000.0,102890000.0,48707000.0,68898000.0,140780000.0,52320000.0,80684000.0,144260000.0,59051000.0,86247000.0,-0.3119,-0.5438,-0.374,-0.3116,-0.5421,-0.3758,-1.2294,-2.0007,-1.4927,-0.273,-0.4432,-0.3278,-0.3119,-0.5433,-0.374,4000
RocketTile_41,3.0,0.0,256.0,32.0,2.0,4.0,8.0,0.0,64.0,2.0,12.0,3.0,37774.4472,37774.4472,37774.4472,37774.4472,37774.4472,112770000.0,46620000.0,67980000.0,109770000.0,46170000.0,67013000.0,80424000.0,39555000.0,55758000.0,107760000.0,41495000.0,63074000.0,112760000.0,46612000.0,67969000.0,-0.2474,-0.4837,-0.3144,-0.2443,-0.4479,-0.3071,-0.757,-1.3518,-0.947,-0.2421,-0.421,-0.2928,-0.247,-0.4835,-0.3143,4000
RocketTile_42,9.0,0.0,1024.0,64.0,4.0,24.0,8.0,1.0,64.0,4.0,4.0,1.0,64450.2283,64450.2283,64450.2283,64450.2283,64450.2283,153900000.0,64915000.0,92995000.0,149880000.0,64229000.0,91611000.0,114630000.0,55131000.0,77082000.0,147830000.0,58729000.0,87043000.0,153850000.0,64893000.0,92963000.0,-0.2861,-0.5024,-0.351,-0.2866,-0.4927,-0.3516,-0.9161,-1.5732,-1.1248,-0.2439,-0.4286,-0.3048,-0.2854,-0.5015,-0.3502,4000
RocketTile_43,3.0,56.0,1024.0,32.0,2.0,16.0,8.0,0.0,64.0,2.0,16.0,1.0,38139.156,38139.156,38139.156,38139.156,38139.156,116700000.0,45779000.0,68011000.0,113640000.0,45292000.0,67046000.0,2794200000.0,1858000000.0,2297900000.0,2830200000.0,1861700000.0,2309400000.0,116680000.0,45768000.0,67995000.0,-0.3736,-0.5602,-0.4298,-0.3437,-0.5413,-0.4102,-187.9659,-373.716,-228.2641,-0.2709,-0.4319,-0.3274,-0.3737,-0.5596,-0.4296,4000
RocketTile_44,0.0,56.0,1024.0,64.0,4.0,20.0,8.0,0.0,64.0,1.0,16.0,1.0,45996.7291,45996.7291,45996.7291,45996.7291,45996.7291,116650000.0,46663000.0,68240000.0,113660000.0,46141000.0,67222000.0,83910000.0,39398000.0,55715000.0,111350000.0,41744000.0,63298000.0,116630000.0,46650000.0,68222000.0,-0.2332,-0.4294,-0.2888,-0.2944,-0.4659,-0.3581,-0.8038,-1.4131,-1.0061,-0.221,-0.3965,-0.2719,-0.2325,-0.4261,-0.2888,4000
RocketTile_45,12.0,42.0,128.0,64.0,2.0,12.0,4.0,0.0,64.0,4.0,20.0,3.0,53554.5187,53554.5187,53554.5187,53554.5187,53554.5187,141130000.0,59075000.0,85813000.0,137750000.0,58497000.0,84749000.0,102660000.0,50106000.0,70338000.0,133890000.0,52934000.0,79623000.0,141100000.0,59060000.0,85788000.0,-0.2772,-0.4771,-0.3338,-0.2909,-0.4826,-0.3497,-1.0227,-1.7096,-1.2541,-0.2441,-0.4292,-0.296,-0.2767,-0.4754,-0.3329,4000
RocketTile_46,6.0,28.0,1024.0,32.0,1.0,4.0,8.0,0.0,64.0,1.0,8.0,1.0,27595.0224,27595.0224,27595.0224,27595.0224,27595.0224,99247000.0,35643000.0,55327000.0,95429000.0,35126000.0,54211000.0,2774300000.0,1847600000.0,2284000000.0,2810600000.0,1851400000.0,2295900000.0,99230000.0,35637000.0,55318000.0,-0.3062,-0.5169,-0.3798,-0.3012,-0.5137,-0.3693,-187.9418,-373.8075,-228.3053,-0.2644,-0.4292,-0.3197,-0.3056,-0.5153,-0.3793,4000
RocketTile_47,3.0,28.0,128.0,32.0,4.0,12.0,8.0,0.0,32.0,2.0,28.0,3.0,45420.7738,45420.7738,45420.7738,45420.7738,45420.7738,144790000.0,63219000.0,90620000.0,141410000.0,62656000.0,89494000.0,110690000.0,54858000.0,77070000.0,140040000.0,57580000.0,85601000.0,144750000.0,63203000.0,90597000.0,-0.2989,-0.5188,-0.3713,-0.3099,-0.5148,-0.3738,-0.853,-1.4986,-1.058,-0.2671,-0.4396,-0.3214,-0.2983,-0.5178,-0.3708,4000
RocketTile_48,0.0,56.0,256.0,32.0,2.0,32.0,4.0,1.0,64.0,1.0,4.0,1.0,32918.8406,32918.8406,32918.8406,32918.8406,32918.8406,98003000.0,36462000.0,54705000.0,94665000.0,35979000.0,53601000.0,62066000.0,28021000.0,40447000.0,93152000.0,30416000.0,49070000.0,97973000.0,36450000.0,54684000.0,-0.2182,-0.4032,-0.2727,-0.2214,-0.4169,-0.2866,-0.6946,-1.2699,-0.8894,-0.2232,-0.4025,-0.282,-0.2178,-0.4015,-0.2722,4000
RocketTile_49,0.0,0.0,0.0,64.0,1.0,12.0,8.0,1.0,64.0,1.0,8.0,1.0,29712.276,29712.276,29712.276,29712.276,29712.276,84408000.0,29716000.0,45400000.0,81301000.0,29225000.0,44353000.0,51105000.0,22000000.0,32348000.0,81911000.0,24994000.0,41522000.0,84449000.0,29731000.0,45425000.0,-0.2429,-0.4599,-0.3113,-0.2409,-0.438,-0.3039,-0.8059,-1.4446,-1.0193,-0.2277,-0.4095,-0.2867,-0.2425,-0.4586,-0.3102,4000
RocketTile_50,0.0,14.0,0.0,32.0,1.0,16.0,4.0,1.0,64.0,4.0,4.0,3.0,46448.2238,46448.2238,46448.2238,46448.2238,46448.2238,129050000.0,54162000.0,78577000.0,125300000.0,53470000.0,77193000.0,93363000.0,46059000.0,64813000.0,126080000.0,49108000.0,74388000.0,129000000.0,54137000.0,78541000.0,-0.292,-0.5154,-0.3589,-0.2911,-0.5152,-0.3634,-0.8705,-1.5029,-1.0795,-0.2333,-0.4228,-0.2899,-0.2916,-0.5145,-0.3583,4000
RocketTile_51,9.0,0.0,1024.0,64.0,1.0,12.0,8.0,0.0,32.0,1.0,12.0,2.0,27074.2248,27074.2248,27074.2248,27074.2248,27074.2248,83625000.0,30808000.0,46603000.0,80708000.0,30353000.0,45642000.0,53249000.0,24616000.0,35529000.0,80649000.0,27119000.0,43372000.0,83601000.0,30797000.0,46587000.0,-0.2343,-0.4354,-0.2926,-0.2231,-0.421,-0.2886,-0.8464,-1.5033,-1.0634,-0.2278,-0.4199,-0.2886,-0.2339,-0.4354,-0.2921,4000
RocketTile_52,9.0,14.0,256.0,64.0,1.0,12.0,8.0,0.0,64.0,2.0,4.0,2.0,35009.5824,35009.5824,35009.5824,35009.5824,35009.5824,100730000.0,38752000.0,57734000.0,97157000.0,38219000.0,56580000.0,67127000.0,31373000.0,44712000.0,97873000.0,34104000.0,54095000.0,100710000.0,38742000.0,57719000.0,-0.2754,-0.4455,-0.33,-0.2436,-0.4328,-0.2995,-0.7198,-1.3203,-0.9161,-0.2501,-0.3996,-0.3019,-0.2765,-0.4437,-0.3295,4000
RocketTile_53,6.0,14.0,128.0,32.0,1.0,12.0,4.0,1.0,32.0,4.0,20.0,3.0,41831.087,41831.087,41831.087,41831.087,41831.087,135850000.0,57563000.0,83622000.0,131810000.0,56857000.0,82194000.0,96293000.0,47960000.0,67287000.0,130870000.0,51219000.0,77724000.0,135800000.0,57541000.0,83590000.0,-0.3023,-0.5004,-0.3682,-0.2943,-0.4972,-0.3616,-0.8543,-1.543,-1.0776,-0.2656,-0.434,-0.3193,-0.302,-0.5003,-0.3679,4000
RocketTile_54,9.0,28.0,0.0,64.0,2.0,24.0,4.0,1.0,32.0,2.0,24.0,2.0,40057.4203,40057.4203,40057.4203,40057.4203,40057.4203,116740000.0,46363000.0,68183000.0,112800000.0,45798000.0,66902000.0,79104000.0,37302000.0,53178000.0,111370000.0,40186000.0,62515000.0,116720000.0,46355000.0,68170000.0,-0.2367,-0.4342,-0.2964,-0.2395,-0.423,-0.3005,-0.785,-1.3959,-0.9878,-0.2449,-0.4237,-0.3061,-0.2361,-0.4341,-0.2959,4000
RocketTile_55,3.0,56.0,512.0,32.0,1.0,8.0,4.0,1.0,32.0,1.0,8.0,3.0,32181.6528,32181.6528,32181.6528,32181.6528,32181.6528,118200000.0,46354000.0,69713000.0,114480000.0,45637000.0,68388000.0,79265000.0,36180000.0,52866000.0,117030000.0,39792000.0,65290000.0,118170000.0,46341000.0,69693000.0,-0.348,-0.5013,-0.4047,-0.2547,-0.446,-0.3179,-0.8456,-1.4872,-1.0624,-0.2392,-0.4109,-0.2898,-0.3481,-0.5013,-0.4048,4000
RocketTile_56,0.0,28.0,256.0,64.0,1.0,16.0,8.0,0.0,64.0,1.0,8.0,3.0,29731.9205,29731.9205,29731.9205,29731.9205,29731.9205,93344000.0,35480000.0,53562000.0,90697000.0,35087000.0,52705000.0,62353000.0,29313000.0,42381000.0,91322000.0,31875000.0,50616000.0,93390000.0,35496000.0,53590000.0,-0.2469,-0.4615,-0.315,-0.254,-0.441,-0.3149,-0.9085,-1.5775,-1.1496,-0.2287,-0.4075,-0.2857,-0.2467,-0.4612,-0.3147,4000
RocketTile_57,12.0,28.0,256.0,32.0,4.0,8.0,4.0,1.0,64.0,1.0,4.0,2.0,44824.2984,44824.2984,44824.2984,44824.2984,44824.2984,141470000.0,58591000.0,85523000.0,137360000.0,57923000.0,84158000.0,102310000.0,48429000.0,69064000.0,137460000.0,51810000.0,79910000.0,141440000.0,58580000.0,85505000.0,-0.3249,-0.5284,-0.3911,-0.3379,-0.5439,-0.4106,-0.7634,-1.3673,-0.9569,-0.2623,-0.432,-0.315,-0.3239,-0.5276,-0.3901,4000
RocketTile_58,3.0,28.0,0.0,32.0,2.0,4.0,4.0,1.0,32.0,4.0,12.0,3.0,44974.3133,44974.3133,44974.3133,44974.3133,44974.3133,138430000.0,60064000.0,86153000.0,134990000.0,59538000.0,85052000.0,102010000.0,51726000.0,71997000.0,134080000.0,54640000.0,81262000.0,138410000.0,60054000.0,86138000.0,-0.2851,-0.4992,-0.3522,-0.2917,-0.5072,-0.362,-0.8399,-1.5373,-1.0685,-0.2451,-0.4363,-0.3002,-0.2848,-0.4991,-0.3516,4000
RocketTile_59,3.0,42.0,512.0,64.0,2.0,16.0,4.0,0.0,64.0,4.0,4.0,3.0,53744.917,53744.917,53744.917,53744.917,53744.917,143000000.0,60717000.0,87885000.0,139400000.0,60131000.0,86695000.0,107270000.0,52258000.0,73282000.0,141710000.0,55215000.0,84112000.0,142960000.0,60701000.0,87861000.0,-0.3256,-0.5401,-0.3881,-0.3226,-0.5328,-0.3878,-1.0778,-1.7264,-1.298,-0.282,-0.4543,-0.3368,-0.3249,-0.5386,-0.3866,4000
RocketTile_60,12.0,0.0,0.0,64.0,2.0,28.0,4.0,0.0,32.0,1.0,8.0,3.0,34638.9638,34638.9638,34638.9638,34638.9638,34638.9638,104480000.0,41245000.0,61332000.0,101780000.0,40878000.0,60484000.0,73309000.0,34950000.0,50057000.0,101880000.0,37216000.0,57819000.0,104460000.0,41238000.0,61321000.0,-0.2344,-0.4574,-0.2961,-0.2383,-0.4426,-0.2959,-0.8204,-1.442,-1.0233,-0.2301,-0.4196,-0.2891,-0.2341,-0.4564,-0.2955,4000
RocketTile_61,9.0,28.0,128.0,64.0,2.0,28.0,4.0,1.0,32.0,1.0,24.0,2.0,38205.9691,38205.9691,38205.9691,38205.9691,38205.9691,113900000.0,43176000.0,65047000.0,110240000.0,42626000.0,63865000.0,76064000.0,34105000.0,49750000.0,110800000.0,37100000.0,60115000.0,113880000.0,43167000.0,65034000.0,-0.2461,-0.4587,-0.3018,-0.258,-0.459,-0.32,-0.9022,-1.5392,-1.1246,-0.2493,-0.4167,-0.3012,-0.2457,-0.4588,-0.3013,4000
RocketTile_62,3.0,56.0,128.0,64.0,4.0,20.0,4.0,0.0,64.0,2.0,8.0,3.0,55990.6805,55990.6805,55990.6805,55990.6805,55990.6805,149240000.0,63379000.0,91782000.0,145330000.0,62665000.0,90375000.0,112790000.0,54334000.0,76790000.0,145430000.0,57862000.0,87021000.0,149220000.0,63368000.0,91766000.0,-0.2631,-0.5078,-0.3428,-0.2782,-0.5104,-0.3474,-0.9924,-1.6924,-1.2312,-0.2499,-0.4252,-0.3009,-0.2624,-0.5079,-0.3429,4000
RocketTile_63,9.0,28.0,1024.0,64.0,1.0,12.0,4.0,0.0,32.0,2.0,28.0,3.0,34549.6882,34549.6882,34549.6882,34549.6882,34549.6882,122340000.0,49101000.0,73428000.0,118810000.0,48484000.0,72215000.0,2799000000.0,1861200000.0,2302900000.0,2837900000.0,1865400000.0,2316100000.0,122340000.0,49104000.0,73430000.0,-0.3286,-0.5221,-0.3845,-0.3006,-0.4971,-0.3635,-188.1981,-373.3818,-228.3793,-0.2508,-0.4112,-0.3009,-0.3284,-0.5218,-0.3843,4000
RocketTile_64,3.0,56.0,0.0,64.0,1.0,16.0,8.0,1.0,32.0,4.0,24.0,2.0,,,41022.6538,,,,,,,,,83057000.0,41243000.0,57533000.0,,,,,,,,,,,,,-1.0216,-1.7751,-1.2683,,,,,,,4000
