Design,nRAS,nBTBEntries,nBHTEntries,nICacheSets,nICacheWays,nICacheTLBWays,MulDivUnroll,useVM,nDCacheSets,nDCacheWays,nDCacheTLBWays,nMSHRs,chipfinish_Total_Area,cts_Total_Area,floorplan_Total_Area,placement_Total_Area,route_Total_Area,chipfinish_Fast_Total_Power(nW),chipfinish_Slow_Total_Power(nW),chipfinish_Typical_Total_Power(nW),cts_Fast_Total_Power(nW),cts_Slow_Total_Power(nW),cts_Typical_Total_Power(nW),floorplan_Fast_Total_Power(nW),floorplan_Slow_Total_Power(nW),floorplan_Typical_Total_Power(nW),placement_Fast_Total_Power(nW),placement_Slow_Total_Power(nW),placement_Typical_Total_Power(nW),route_Fast_Total_Power(nW),route_Slow_Total_Power(nW),route_Typical_Total_Power(nW),chipfinish_FUNC_Fast_(Setup)_WNS,chipfinish_FUNC_Slow_(Setup)_WNS,chipfinish_FUNC_Typical_(Setup)_WNS,cts_FUNC_Fast_(Setup)_WNS,cts_FUNC_Slow_(Setup)_WNS,cts_FUNC_Typical_(Setup)_WNS,floorplan_FUNC_Fast_(Setup)_WNS,floorplan_FUNC_Slow_(Setup)_WNS,floorplan_FUNC_Typical_(Setup)_WNS,placement_FUNC_Fast_(Setup)_WNS,placement_FUNC_Slow_(Setup)_WNS,placement_FUNC_Typical_(Setup)_WNS,route_FUNC_Fast_(Setup)_WNS,route_FUNC_Slow_(Setup)_WNS,route_FUNC_Typical_(Setup)_WNS,Frequency
RocketTile_65,9.0,28.0,128.0,32.0,1.0,32.0,8.0,1.0,32.0,4.0,8.0,2.0,41379.4829,41379.4829,41379.4829,41379.4829,41379.4829,130840000.0,54019000.0,78808000.0,126760000.0,53245000.0,77290000.0,88483000.0,43320000.0,60813000.0,124690000.0,46770000.0,71905000.0,130790000.0,53995000.0,78771000.0,-0.3006,-0.4945,-0.3627,-0.2878,-0.5054,-0.3582,-0.926,-1.6388,-1.1614,-0.2576,-0.4275,-0.3081,-0.2997,-0.4937,-0.3617,4000
RocketTile_66,6.0,42.0,0.0,64.0,4.0,20.0,8.0,0.0,64.0,1.0,20.0,2.0,47462.3222,47462.3222,47462.3222,47462.3222,47462.3222,124920000.0,51457000.0,74817000.0,121980000.0,51013000.0,73875000.0,92303000.0,43550000.0,61966000.0,119490000.0,46251000.0,69800000.0,124890000.0,51444000.0,74796000.0,-0.246,-0.4247,-0.2998,-0.2516,-0.4339,-0.3095,-1.0037,-1.5613,-1.2112,-0.2273,-0.4074,-0.2799,-0.245,-0.4245,-0.2996,4000
RocketTile_67,6.0,42.0,1024.0,64.0,2.0,4.0,8.0,0.0,32.0,4.0,28.0,2.0,47308.2034,47308.2034,47308.2034,47308.2034,47308.2034,145690000.0,59815000.0,88272000.0,141920000.0,59199000.0,87119000.0,2818000000.0,1871600000.0,2316100000.0,2857600000.0,1875600000.0,2329300000.0,145670000.0,59806000.0,88257000.0,-0.3013,-0.5377,-0.3661,-0.3075,-0.5219,-0.3777,-188.1412,-373.6705,-228.2047,-0.2492,-0.4222,-0.3011,-0.3008,-0.5373,-0.3656,4000
RocketTile_68,6.0,14.0,0.0,32.0,4.0,4.0,4.0,1.0,64.0,4.0,12.0,2.0,58282.4088,58282.4088,58282.4088,58282.4088,58282.4088,158380000.0,69272000.0,98648000.0,154850000.0,68647000.0,97415000.0,119570000.0,59647000.0,82850000.0,152120000.0,63038000.0,92534000.0,158340000.0,69256000.0,98624000.0,-0.2917,-0.495,-0.3535,-0.2892,-0.5014,-0.3556,-0.8878,-1.532,-1.093,-0.2332,-0.4243,-0.2917,-0.2913,-0.4947,-0.3533,4000
RocketTile_69,9.0,28.0,128.0,32.0,1.0,8.0,4.0,1.0,64.0,2.0,20.0,2.0,36154.9267,36154.9267,36154.9267,36154.9267,36154.9267,110290000.0,42435000.0,63497000.0,106250000.0,41772000.0,62115000.0,72243000.0,33221000.0,47905000.0,106420000.0,36601000.0,58501000.0,110280000.0,42437000.0,63497000.0,-0.2723,-0.4827,-0.3336,-0.2804,-0.4884,-0.348,-0.8549,-1.4643,-1.0622,-0.2447,-0.4306,-0.3044,-0.2719,-0.4809,-0.3334,4000
RocketTile_70,0.0,42.0,0.0,64.0,1.0,16.0,4.0,0.0,64.0,2.0,4.0,3.0,34898.5282,34898.5282,34898.5282,34898.5282,34898.5282,104170000.0,40945000.0,60850000.0,100980000.0,40463000.0,59805000.0,69890000.0,33622000.0,47880000.0,99726000.0,36338000.0,56480000.0,104200000.0,40952000.0,60865000.0,-0.2576,-0.4659,-0.3099,-0.2374,-0.4422,-0.2941,-0.812,-1.4017,-1.019,-0.2335,-0.4207,-0.2866,-0.2571,-0.4643,-0.3094,4000
RocketTile_71,3.0,56.0,128.0,32.0,1.0,16.0,8.0,1.0,64.0,2.0,20.0,2.0,37028.34,37028.34,37028.34,37028.34,37028.34,112980000.0,42696000.0,64656000.0,108730000.0,42015000.0,63155000.0,73114000.0,33385000.0,48280000.0,108800000.0,37176000.0,59577000.0,112940000.0,42675000.0,64627000.0,-0.2729,-0.4636,-0.3313,-0.2685,-0.4562,-0.3257,-1.0387,-1.8697,-1.307,-0.2302,-0.4087,-0.2893,-0.2725,-0.4629,-0.3311,4000
RocketTile_72,6.0,28.0,0.0,32.0,4.0,32.0,4.0,1.0,64.0,2.0,4.0,1.0,47080.103,47080.103,47080.103,47080.103,47080.103,134370000.0,56101000.0,80817000.0,130510000.0,55438000.0,79489000.0,96010000.0,46010000.0,64751000.0,126590000.0,48495000.0,73226000.0,134350000.0,56089000.0,80799000.0,-0.2769,-0.4998,-0.3524,-0.2654,-0.4657,-0.3311,-0.8681,-1.4332,-1.0639,-0.233,-0.4301,-0.2924,-0.2758,-0.4985,-0.3511,4000
RocketTile_73,9.0,42.0,0.0,32.0,1.0,24.0,4.0,1.0,64.0,1.0,24.0,1.0,28201.32,28201.32,28201.32,28201.32,28201.32,86286000.0,30044000.0,46190000.0,82954000.0,29526000.0,45042000.0,50496000.0,22033000.0,32265000.0,82939000.0,24996000.0,41900000.0,86276000.0,30040000.0,46184000.0,-0.234,-0.4196,-0.2903,-0.2402,-0.4431,-0.3007,-0.7893,-1.406,-0.9979,-0.2327,-0.416,-0.2921,-0.2344,-0.4187,-0.2897,4000
RocketTile_74,0.0,14.0,512.0,64.0,4.0,16.0,8.0,1.0,32.0,4.0,4.0,1.0,58508.5939,58508.5939,58508.5939,58508.5939,58508.5939,149990000.0,64539000.0,91943000.0,146220000.0,63925000.0,90678000.0,112920000.0,55490000.0,77054000.0,145370000.0,58405000.0,86321000.0,149950000.0,64522000.0,91919000.0,-0.2583,-0.4545,-0.3182,-0.2742,-0.4657,-0.3351,-0.9281,-1.6042,-1.149,-0.2447,-0.4164,-0.3025,-0.2575,-0.4531,-0.317,4000
RocketTile_75,3.0,0.0,0.0,64.0,2.0,32.0,8.0,1.0,32.0,2.0,20.0,1.0,38779.2432,38779.2432,38779.2432,38779.2432,38779.2432,105480000.0,40744000.0,60395000.0,101940000.0,40176000.0,59185000.0,70998000.0,32776000.0,46720000.0,102740000.0,35387000.0,55696000.0,105460000.0,40736000.0,60382000.0,-0.3139,-0.4888,-0.378,-0.2667,-0.4576,-0.3307,-0.9036,-1.5659,-1.1238,-0.2267,-0.4068,-0.2853,-0.3136,-0.4885,-0.3776,4000
RocketTile_76,9.0,28.0,256.0,32.0,1.0,32.0,8.0,1.0,64.0,2.0,32.0,3.0,38527.9963,38527.9963,38527.9963,38527.9963,38527.9963,125820000.0,50096000.0,74513000.0,121910000.0,49411000.0,73139000.0,84178000.0,39144000.0,56595000.0,121040000.0,42812000.0,68319000.0,125810000.0,50097000.0,74511000.0,-0.2771,-0.4549,-0.3318,-0.269,-0.4486,-0.3264,-0.9617,-1.6161,-1.1847,-0.2335,-0.4162,-0.2921,-0.2768,-0.4535,-0.3313,4000
RocketTile_77,6.0,0.0,128.0,64.0,2.0,12.0,4.0,0.0,64.0,2.0,8.0,1.0,38527.9963,38527.9963,38527.9963,38527.9963,38527.9963,96894000.0,36828000.0,54521000.0,93586000.0,36438000.0,53527000.0,65040000.0,30467000.0,42941000.0,91983000.0,32335000.0,49967000.0,96872000.0,36820000.0,54507000.0,-0.2628,-0.4644,-0.3273,-0.2769,-0.4685,-0.3423,-0.9323,-1.5832,-1.1494,-0.2331,-0.4142,-0.2918,-0.2625,-0.4627,-0.3264,4000
RocketTile_78,0.0,56.0,0.0,64.0,1.0,20.0,8.0,0.0,32.0,1.0,8.0,3.0,28397.1355,28397.1355,28397.1355,28397.1355,28397.1355,94068000.0,35759000.0,54062000.0,90986000.0,35319000.0,53071000.0,61931000.0,29208000.0,42213000.0,89944000.0,31619000.0,50091000.0,94045000.0,35748000.0,54046000.0,-0.2318,-0.4198,-0.2925,-0.2307,-0.4181,-0.2913,-0.8904,-1.595,-1.1158,-0.2238,-0.4041,-0.2778,-0.231,-0.4192,-0.2917,4000
RocketTile_79,12.0,28.0,512.0,64.0,1.0,32.0,4.0,1.0,64.0,1.0,8.0,3.0,35382.1709,35382.1709,35382.1709,35382.1709,35382.1709,124000000.0,48123000.0,72652000.0,120340000.0,47395000.0,71325000.0,80081000.0,36184000.0,53034000.0,118660000.0,39897000.0,65715000.0,123950000.0,48099000.0,72616000.0,-0.299,-0.4617,-0.3512,-0.265,-0.4493,-0.3233,-0.8039,-1.4455,-1.0067,-0.2395,-0.4276,-0.2948,-0.2989,-0.4619,-0.3508,4000
RocketTile_80,0.0,42.0,128.0,32.0,1.0,12.0,8.0,1.0,64.0,2.0,24.0,3.0,36154.9267,36154.9267,36154.9267,36154.9267,36154.9267,113070000.0,44870000.0,66791000.0,109430000.0,44279000.0,65533000.0,76416000.0,36406000.0,52210000.0,108690000.0,39552000.0,61921000.0,113020000.0,44849000.0,66761000.0,-0.2414,-0.4392,-0.2982,-0.2404,-0.4342,-0.3096,-0.8249,-1.4508,-1.0374,-0.2276,-0.4106,-0.2844,-0.2404,-0.4382,-0.2971,4000
RocketTile_81,9.0,14.0,0.0,32.0,2.0,4.0,4.0,0.0,32.0,4.0,4.0,1.0,39334.1861,39334.1861,39334.1861,39334.1861,39334.1861,111850000.0,46934000.0,67023000.0,108400000.0,46518000.0,66027000.0,78963000.0,40270000.0,55061000.0,106200000.0,42270000.0,62310000.0,111820000.0,46922000.0,67004000.0,-0.2695,-0.4753,-0.335,-0.2783,-0.4798,-0.3444,-0.7654,-1.4337,-0.9774,-0.225,-0.4152,-0.2856,-0.2693,-0.475,-0.3347,4000
RocketTile_82,9.0,28.0,512.0,32.0,1.0,28.0,8.0,0.0,32.0,2.0,12.0,1.0,29653.3426,29653.3426,29653.3426,29653.3426,29653.3426,95670000.0,36314000.0,54359000.0,92955000.0,35847000.0,53531000.0,61907000.0,28984000.0,40885000.0,94896000.0,31879000.0,51270000.0,95705000.0,36329000.0,54381000.0,-0.2746,-0.4911,-0.3425,-0.2952,-0.5018,-0.3627,-0.6517,-1.2113,-0.828,-0.2354,-0.4054,-0.288,-0.2742,-0.4905,-0.3418,4000
RocketTile_83,12.0,0.0,1024.0,32.0,1.0,20.0,8.0,0.0,64.0,2.0,24.0,3.0,33238.5696,33238.5696,33238.5696,33238.5696,33238.5696,101930000.0,40505000.0,60016000.0,98399000.0,40061000.0,58949000.0,69373000.0,33684000.0,47843000.0,98149000.0,36422000.0,56240000.0,101950000.0,40513000.0,60030000.0,-0.2956,-0.4998,-0.3546,-0.2547,-0.4725,-0.3186,-0.8591,-1.4757,-1.0649,-0.2294,-0.4236,-0.2881,-0.2955,-0.4991,-0.3541,4000
RocketTile_84,3.0,28.0,128.0,64.0,4.0,4.0,8.0,0.0,32.0,2.0,32.0,1.0,49808.196,49808.196,49808.196,49808.196,49808.196,132290000.0,54498000.0,78938000.0,128560000.0,53915000.0,77700000.0,96926000.0,45677000.0,64520000.0,125860000.0,48547000.0,72994000.0,132260000.0,54484000.0,78917000.0,-0.2581,-0.4714,-0.3196,-0.303,-0.5064,-0.3719,-0.8931,-1.5967,-1.125,-0.2566,-0.4095,-0.3097,-0.2568,-0.4704,-0.3191,4000
RocketTile_85,9.0,14.0,1024.0,64.0,4.0,16.0,8.0,0.0,32.0,4.0,4.0,2.0,59245.2619,59245.2619,59245.2619,59245.2619,59245.2619,172010000.0,75082000.0,107970000.0,168460000.0,74514000.0,106860000.0,2843700000.0,1884600000.0,2334000000.0,2882600000.0,1889100000.0,2347200000.0,171960000.0,75063000.0,107940000.0,-0.3356,-0.536,-0.3957,-0.3372,-0.5365,-0.4012,-188.054,-373.7423,-228.3628,-0.2559,-0.4309,-0.31,-0.3345,-0.5346,-0.3941,4000
RocketTile_86,3.0,0.0,0.0,64.0,2.0,24.0,4.0,1.0,64.0,4.0,12.0,2.0,53148.4416,53148.4416,53148.4416,53148.4416,53148.4416,134880000.0,55734000.0,80863000.0,131000000.0,55133000.0,79531000.0,95591000.0,46168000.0,64847000.0,128820000.0,49105000.0,74395000.0,134840000.0,55718000.0,80838000.0,-0.2694,-0.496,-0.3352,-0.2759,-0.501,-0.343,-0.8804,-1.5275,-1.1006,-0.2321,-0.4346,-0.2929,-0.2692,-0.4949,-0.335,4000
RocketTile_87,12.0,42.0,128.0,32.0,4.0,4.0,8.0,0.0,64.0,4.0,32.0,2.0,57776.5224,57776.5224,57776.5224,57776.5224,57776.5224,156760000.0,68445000.0,97348000.0,152390000.0,67728000.0,95859000.0,117690000.0,59285000.0,81813000.0,152360000.0,62848000.0,92478000.0,156720000.0,68425000.0,97320000.0,-0.3219,-0.524,-0.3871,-0.3785,-0.5865,-0.4517,-1.1098,-1.7635,-1.3323,-0.2664,-0.4415,-0.3204,-0.3212,-0.5227,-0.3861,4000
RocketTile_88,9.0,28.0,256.0,64.0,4.0,32.0,8.0,1.0,32.0,4.0,8.0,1.0,60676.2446,60676.2446,60676.2446,60676.2446,60676.2446,164210000.0,69399000.0,99836000.0,159620000.0,68636000.0,98233000.0,120950000.0,57969000.0,81344000.0,156300000.0,61037000.0,91779000.0,164170000.0,69380000.0,99808000.0,-0.3165,-0.5203,-0.3875,-0.3722,-0.5726,-0.4388,-1.0423,-1.7955,-1.2938,-0.2562,-0.4161,-0.3087,-0.3164,-0.5189,-0.3868,4000
RocketTile_89,3.0,14.0,128.0,32.0,1.0,4.0,8.0,1.0,32.0,4.0,8.0,3.0,41639.868,41639.868,41639.868,41639.868,41639.868,137940000.0,58626000.0,84897000.0,133820000.0,57941000.0,83501000.0,95368000.0,47787000.0,66861000.0,131110000.0,51419000.0,77955000.0,137920000.0,58616000.0,84882000.0,-0.2839,-0.4918,-0.3424,-0.2988,-0.4812,-0.3612,-1.1081,-1.8377,-1.3467,-0.2525,-0.4367,-0.3068,-0.2837,-0.4918,-0.3424,4000
RocketTile_90,9.0,0.0,256.0,64.0,4.0,16.0,8.0,1.0,64.0,1.0,32.0,2.0,50411.2378,50411.2378,50411.2378,50411.2378,50411.2378,134200000.0,54876000.0,80221000.0,130810000.0,54304000.0,79050000.0,98156000.0,45800000.0,65522000.0,130340000.0,49310000.0,75351000.0,134180000.0,54867000.0,80207000.0,-0.2605,-0.4215,-0.3152,-0.2427,-0.4176,-0.2951,-0.9417,-1.6053,-1.1745,-0.2294,-0.421,-0.2852,-0.2599,-0.4208,-0.3148,4000
RocketTile_91,9.0,28.0,128.0,32.0,1.0,8.0,8.0,1.0,32.0,4.0,32.0,3.0,42360.421,42360.421,42360.421,42360.421,42360.421,139190000.0,58601000.0,85182000.0,134770000.0,57907000.0,83702000.0,96641000.0,48097000.0,67494000.0,133550000.0,51919000.0,79143000.0,139180000.0,58602000.0,85181000.0,-0.2977,-0.5262,-0.3542,-0.2854,-0.5028,-0.3529,-0.8302,-1.5311,-1.0387,-0.2481,-0.4396,-0.3015,-0.2974,-0.5261,-0.3538,4000
RocketTile_92,12.0,0.0,128.0,64.0,4.0,8.0,8.0,1.0,32.0,2.0,20.0,2.0,52372.5394,52372.5394,52372.5394,52372.5394,52372.5394,141100000.0,59349000.0,85813000.0,137480000.0,58743000.0,84574000.0,104670000.0,50349000.0,71003000.0,137210000.0,53762000.0,80805000.0,141080000.0,59340000.0,85798000.0,-0.2483,-0.4482,-0.3104,-0.253,-0.4456,-0.3173,-0.7334,-1.3516,-0.9332,-0.2352,-0.4164,-0.2973,-0.2479,-0.4477,-0.3101,4000
RocketTile_93,0.0,56.0,128.0,32.0,4.0,32.0,8.0,0.0,64.0,2.0,4.0,2.0,45396.4781,45396.4781,45396.4781,45396.4781,45396.4781,131020000.0,56202000.0,80452000.0,127720000.0,55690000.0,79395000.0,98025000.0,48404000.0,67681000.0,124680000.0,50556000.0,74746000.0,130990000.0,56190000.0,80432000.0,-0.2849,-0.4722,-0.3441,-0.2809,-0.4763,-0.3451,-0.82,-1.4914,-1.033,-0.2277,-0.4197,-0.2862,-0.2838,-0.4707,-0.3428,4000
RocketTile_94,3.0,14.0,512.0,32.0,1.0,8.0,8.0,1.0,64.0,2.0,16.0,2.0,36111.5885,36111.5885,36111.5885,36111.5885,36111.5885,115250000.0,44149000.0,66555000.0,111150000.0,43521000.0,65253000.0,75650000.0,35142000.0,50247000.0,113610000.0,38677000.0,62615000.0,115230000.0,44139000.0,66540000.0,-0.283,-0.4613,-0.3444,-0.2763,-0.464,-0.3364,-0.8315,-1.4344,-1.0339,-0.2499,-0.4281,-0.3017,-0.2826,-0.4608,-0.344,4000
RocketTile_95,12.0,14.0,512.0,64.0,1.0,32.0,8.0,0.0,64.0,4.0,24.0,3.0,47030.6362,47030.6362,47030.6362,47030.6362,47030.6362,133080000.0,55559000.0,80982000.0,129440000.0,54910000.0,79755000.0,95012000.0,46757000.0,65370000.0,130170000.0,50009000.0,76695000.0,133070000.0,55552000.0,80973000.0,-0.3133,-0.5129,-0.3739,-0.3047,-0.512,-0.3741,-0.8669,-1.5124,-1.084,-0.2602,-0.4296,-0.3127,-0.3122,-0.5115,-0.3727,4000
RocketTile_96,9.0,42.0,512.0,64.0,1.0,32.0,8.0,1.0,64.0,1.0,12.0,3.0,35778.289,35778.289,35778.289,35778.289,35778.289,121550000.0,46842000.0,71022000.0,117720000.0,46138000.0,69646000.0,80982000.0,36410000.0,53471000.0,119280000.0,40213000.0,66189000.0,121510000.0,46829000.0,71001000.0,-0.2598,-0.4929,-0.3234,-0.2437,-0.4734,-0.305,-0.9436,-1.6532,-1.1774,-0.2433,-0.4309,-0.301,-0.2594,-0.4923,-0.3231,4000
RocketTile_97,0.0,56.0,1024.0,64.0,1.0,12.0,8.0,0.0,64.0,1.0,24.0,2.0,28397.1355,28397.1355,28397.1355,28397.1355,28397.1355,84394000.0,30914000.0,46831000.0,81493000.0,30461000.0,45877000.0,53770000.0,24625000.0,35657000.0,81917000.0,27216000.0,43692000.0,84427000.0,30928000.0,46852000.0,-0.2402,-0.4136,-0.2874,-0.2315,-0.4116,-0.2865,-0.7136,-1.3069,-0.9068,-0.2195,-0.4064,-0.2748,-0.241,-0.4135,-0.2869,4000
RocketTile_98,9.0,0.0,512.0,64.0,4.0,12.0,8.0,0.0,32.0,4.0,24.0,1.0,55602.3326,55602.3326,55602.3326,55602.3326,55602.3326,141020000.0,61024000.0,86547000.0,137980000.0,60585000.0,85606000.0,106990000.0,53433000.0,73601000.0,135240000.0,55768000.0,81181000.0,140980000.0,61003000.0,86518000.0,-0.2723,-0.4591,-0.3317,-0.2718,-0.4714,-0.3381,-0.9954,-1.6704,-1.2225,-0.2416,-0.441,-0.3021,-0.2718,-0.4584,-0.33,4000
RocketTile_99,3.0,42.0,0.0,64.0,2.0,20.0,4.0,0.0,64.0,4.0,24.0,1.0,48562.7141,48562.7141,48562.7141,48562.7141,48562.7141,113500000.0,46214000.0,66650000.0,110240000.0,45751000.0,65612000.0,81133000.0,39594000.0,54807000.0,109120000.0,41684000.0,62217000.0,113480000.0,46202000.0,66632000.0,-0.3121,-0.4945,-0.3712,-0.2846,-0.4899,-0.3525,-0.933,-1.5981,-1.1524,-0.2334,-0.4079,-0.2903,-0.3105,-0.4934,-0.3699,4000
RocketTile_100,6.0,42.0,128.0,32.0,1.0,8.0,8.0,0.0,32.0,1.0,12.0,1.0,25742.4221,25742.4221,25742.4221,25742.4221,25742.4221,84530000.0,29943000.0,45826000.0,81372000.0,29458000.0,44797000.0,49573000.0,21988000.0,31919000.0,79630000.0,24610000.0,40752000.0,84507000.0,29932000.0,45810000.0,-0.2267,-0.4202,-0.2851,-0.2356,-0.4227,-0.2942,-0.7086,-1.2847,-0.899,-0.2178,-0.39,-0.2718,-0.2267,-0.42,-0.2849,4000
RocketTile_101,6.0,0.0,128.0,32.0,1.0,20.0,8.0,1.0,64.0,1.0,32.0,1.0,28182.168,28182.168,28182.168,28182.168,28182.168,84578000.0,29147000.0,45120000.0,80968000.0,28617000.0,43908000.0,50592000.0,22006000.0,32259000.0,81945000.0,25009000.0,41591000.0,84515000.0,29119000.0,45078000.0,-0.2364,-0.4191,-0.2939,-0.2225,-0.4268,-0.2841,-0.7001,-1.3048,-0.8899,-0.2381,-0.4073,-0.2958,-0.236,-0.4191,-0.2935,4000
RocketTile_102,9.0,56.0,256.0,64.0,2.0,4.0,4.0,1.0,64.0,2.0,28.0,1.0,43571.7576,43571.7576,43571.7576,43571.7576,43571.7576,117300000.0,44346000.0,66470000.0,113110000.0,43700000.0,65060000.0,77091000.0,34781000.0,49840000.0,113160000.0,37818000.0,60698000.0,117280000.0,44334000.0,66453000.0,-0.298,-0.5058,-0.358,-0.2979,-0.5104,-0.3664,-1.1648,-1.9117,-1.4189,-0.2382,-0.4307,-0.2972,-0.2978,-0.5052,-0.3576,4000
RocketTile_103,0.0,28.0,1024.0,64.0,1.0,12.0,8.0,1.0,32.0,1.0,16.0,2.0,29834.4384,29834.4384,29834.4384,29834.4384,29834.4384,97065000.0,35799000.0,54568000.0,93230000.0,35220000.0,53202000.0,59579000.0,26864000.0,39262000.0,91078000.0,29809000.0,48588000.0,97055000.0,35794000.0,54561000.0,-0.2586,-0.4447,-0.3114,-0.2437,-0.4369,-0.3038,-0.6924,-1.2373,-0.8663,-0.2465,-0.4322,-0.3079,-0.2566,-0.4434,-0.3095,4000
RocketTile_104,3.0,0.0,512.0,64.0,4.0,4.0,8.0,0.0,64.0,4.0,8.0,2.0,62797.6022,62797.6022,62797.6022,62797.6022,62797.6022,150980000.0,65509000.0,93198000.0,147490000.0,64983000.0,92103000.0,115450000.0,57170000.0,79308000.0,145900000.0,60243000.0,88090000.0,150940000.0,65487000.0,93166000.0,-0.2943,-0.5071,-0.3606,-0.2842,-0.4974,-0.3522,-0.9212,-1.5636,-1.141,-0.2401,-0.4282,-0.2995,-0.2937,-0.5063,-0.3598,4000
RocketTile_105,12.0,14.0,128.0,32.0,2.0,4.0,8.0,1.0,64.0,1.0,20.0,2.0,35249.1192,35249.1192,35249.1192,35249.1192,35249.1192,108170000.0,41659000.0,62294000.0,104820000.0,41158000.0,61182000.0,73261000.0,33918000.0,48838000.0,106590000.0,36687000.0,58685000.0,108150000.0,41651000.0,62281000.0,-0.2765,-0.5181,-0.3425,-0.2813,-0.4898,-0.3476,-0.9025,-1.5376,-1.1165,-0.2594,-0.441,-0.3119,-0.276,-0.5183,-0.3425,4000
RocketTile_106,6.0,28.0,1024.0,64.0,1.0,12.0,8.0,0.0,64.0,4.0,8.0,2.0,46295.7466,46295.7466,46295.7466,46295.7466,46295.7466,133590000.0,54809000.0,80330000.0,129860000.0,54198000.0,79179000.0,2807400000.0,1865800000.0,2308300000.0,2846500000.0,1870200000.0,2321400000.0,133540000.0,54788000.0,80299000.0,-0.3223,-0.5128,-0.3819,-0.3112,-0.5088,-0.3751,-188.0614,-374.0234,-228.417,-0.2544,-0.4241,-0.3083,-0.3204,-0.5086,-0.3798,4000
RocketTile_107,0.0,42.0,128.0,64.0,2.0,28.0,8.0,0.0,32.0,1.0,32.0,2.0,33409.4328,33409.4328,33409.4328,33409.4328,33409.4328,96094000.0,36584000.0,54641000.0,93322000.0,36202000.0,53770000.0,64678000.0,30308000.0,43336000.0,91571000.0,32260000.0,50508000.0,96080000.0,36578000.0,54632000.0,-0.2499,-0.4328,-0.3118,-0.2504,-0.4323,-0.3113,-0.872,-1.4899,-1.0785,-0.2261,-0.407,-0.2797,-0.2493,-0.4325,-0.3113,4000
RocketTile_108,12.0,14.0,0.0,64.0,4.0,8.0,8.0,0.0,32.0,2.0,4.0,3.0,51095.2104,51095.2104,51095.2104,51095.2104,51095.2104,144220000.0,61398000.0,88732000.0,140420000.0,60789000.0,87413000.0,108270000.0,52865000.0,74537000.0,137910000.0,55835000.0,82982000.0,144190000.0,61383000.0,88709000.0,-0.2643,-0.4589,-0.3226,-0.2649,-0.4456,-0.3193,-0.8401,-1.4855,-1.0406,-0.2322,-0.4146,-0.2912,-0.2638,-0.4585,-0.3224,4000
RocketTile_109,0.0,56.0,128.0,32.0,2.0,24.0,4.0,1.0,32.0,2.0,32.0,3.0,38001.0154,38001.0154,38001.0154,38001.0154,38001.0154,123300000.0,51231000.0,74974000.0,119610000.0,50668000.0,73742000.0,87558000.0,42737000.0,60698000.0,119470000.0,45357000.0,69764000.0,123270000.0,51220000.0,74957000.0,-0.2505,-0.4457,-0.3119,-0.257,-0.4589,-0.3205,-0.7939,-1.4359,-1.0058,-0.2393,-0.4245,-0.2974,-0.25,-0.444,-0.3105,4000
RocketTile_110,3.0,42.0,1024.0,32.0,1.0,20.0,8.0,0.0,64.0,1.0,8.0,1.0,28063.453,28063.453,28063.453,28063.453,28063.453,98314000.0,35873000.0,54760000.0,94964000.0,35342000.0,53673000.0,2775500000.0,1847900000.0,2284500000.0,2813000000.0,1851900000.0,2297100000.0,98310000.0,35875000.0,54761000.0,-0.2756,-0.48,-0.3291,-0.2764,-0.4775,-0.3395,-188.158,-373.5389,-228.1631,-0.2574,-0.4166,-0.3104,-0.2764,-0.48,-0.3282,4000
RocketTile_111,3.0,28.0,0.0,32.0,2.0,32.0,4.0,1.0,32.0,2.0,20.0,3.0,38299.8413,38299.8413,38299.8413,38299.8413,38299.8413,123320000.0,50941000.0,74651000.0,119320000.0,50377000.0,73361000.0,87816000.0,42770000.0,60776000.0,119360000.0,45312000.0,69768000.0,123300000.0,50933000.0,74638000.0,-0.2395,-0.4217,-0.2987,-0.2394,-0.4238,-0.3005,-0.8393,-1.4815,-1.0572,-0.2351,-0.4281,-0.2957,-0.2391,-0.4211,-0.2983,4000
RocketTile_112,0.0,56.0,128.0,32.0,2.0,20.0,8.0,1.0,64.0,4.0,8.0,1.0,48076.0344,48076.0344,48076.0344,48076.0344,48076.0344,120440000.0,49470000.0,71215000.0,117050000.0,48919000.0,70048000.0,84779000.0,41652000.0,57680000.0,117260000.0,44153000.0,66725000.0,120410000.0,49455000.0,71192000.0,-0.2603,-0.4517,-0.3124,-0.2711,-0.4721,-0.3352,-1.1132,-1.8267,-1.353,-0.2343,-0.4254,-0.2965,-0.258,-0.4514,-0.3099,4000
RocketTile_113,6.0,14.0,0.0,64.0,2.0,16.0,4.0,0.0,64.0,2.0,4.0,2.0,39847.5418,39847.5418,39847.5418,39847.5418,39847.5418,104250000.0,41183000.0,60609000.0,101430000.0,40791000.0,59746000.0,72906000.0,34712000.0,49102000.0,101260000.0,36917000.0,56771000.0,104230000.0,41177000.0,60598000.0,-0.2588,-0.4525,-0.318,-0.2577,-0.4531,-0.3197,-0.7826,-1.4204,-0.9994,-0.2276,-0.4111,-0.2866,-0.2581,-0.4519,-0.3186,4000
