Design,Frequency,chipfinish_Cell_Area,chipfinish_Fast_Power,chipfinish_Fast_WNS,chipfinish_Slow_Power,chipfinish_Slow_WNS,chipfinish_Typical_Power,chipfinish_Typical_WNS,cts_Cell_Area,cts_Fast_Power,cts_Fast_WNS,cts_Slow_Power,cts_Slow_WNS,cts_Typical_Power,cts_Typical_WNS,floorplan_Cell_Area,floorplan_Fast_Power,floorplan_Fast_WNS,floorplan_Slow_Power,floorplan_Slow_WNS,floorplan_Typical_Power,floorplan_Typical_WNS,placement_Cell_Area,placement_Fast_Power,placement_Fast_WNS,placement_Slow_Power,placement_Slow_WNS,placement_Typical_Power,placement_Typical_WNS,route_Cell_Area,route_Fast_Power,route_Fast_WNS,route_Slow_Power,route_Slow_WNS,route_Typical_Power,route_Typical_WNS,xlen,decoders,lanes,decoder-at,dispatcher-at,relaxed-branch,relaxed-shift,relaxed-btb,with-mul,with-div,with-rvc,with-aligner-buffer,with-dispatcher-buffer,with-gshare,with-btb,with-ras,with-late-alu,btb-sets,btb-hash-width,regfile-async,allow-bypass-from,fetch-l1,lsu-l1,fetch-l1-sets,fetch-l1-ways,fetch-l1-mem-data-width-min,fetch-reduced-bank,lsu-l1-sets,lsu-l1-ways,lsu-l1-store-buffer-slots,lsu-l1-store-buffer-ops,lsu-l1-refill-count,lsu-l1-writeback-count,with-lsu-bypass,with-iterative-shift,div-radix,div-ipc
VexiiRiscv_142,400MHz,66453.3630,1.8004e+07,0.8957,5.1220e+06,-0.0858,8.1766e+06,0.6133,38193.1510,1.7748e+07,0.9259,4.8855e+06,0.0002,7.8457e+06,0.6380,37662.5310,2.9197e+08,-198.0270,1.8585e+08,-372.0373,2.3179e+08,-235.2905,37898.4420,2.8862e+08,0.8215,1.8662e+08,-0.0000,2.3132e+08,0.5341,38312.2350,1.7997e+07,0.9580,5.1204e+06,-0.0314,8.1733e+06,0.6776,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,3,1,1,3,0,2,3,1,1,0,0,1,0
VexiiRiscv_142,100MHz,66453.3630,1.0221e+07,5.8843,1.2730e+06,0.6711,2.7353e+06,4.6529,38080.5230,1.0141e+07,6.0073,1.2129e+06,0.9720,2.6476e+06,4.7795,37638.5220,8.1407e+07,-172.9809,4.6465e+07,-324.8223,5.9039e+07,-203.2786,37819.2350,7.7228e+07,5.8309,4.7584e+07,1.5154,5.8410e+07,4.6103,38144.5320,1.0216e+07,6.1766,1.2723e+06,1.0772,2.7334e+06,4.9501,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,3,1,1,3,0,2,3,1,1,0,0,1,0
VexiiRiscv_143,800MHz,45996.7290,5.5971e+07,0.3434,1.4664e+07,-0.0709,2.9014e+07,0.2114,26986.2210,4.9979e+07,0.3489,1.2914e+07,-0.0300,2.5405e+07,0.2166,26079.9900,4.5373e+09,-1176.9756,3.7756e+08,-2332.2056,1.4129e+09,-1415.7776,26370.3340,5.8203e+08,0.3775,3.7086e+08,-0.0002,4.6488e+08,0.2498,27019.0670,5.5954e+07,0.3874,1.4659e+07,-0.0334,2.9005e+07,0.2556,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,4,1,0,1,1,1,3,1,1,1,0,2,0,1,0,1,0,1,0,0
VexiiRiscv_143,400MHz,45820.6130,3.5010e+07,0.9795,7.2994e+06,-0.0768,1.5752e+07,0.7115,26490.8000,3.1771e+07,0.9821,6.4195e+06,0.0001,1.3852e+07,0.7096,26009.2640,2.2944e+09,-1382.0479,1.8876e+08,-2710.7837,7.1189e+08,-1651.8633,26193.6710,2.9683e+08,0.8972,1.8665e+08,0.0022,2.3324e+08,0.6292,26509.7060,3.5000e+07,1.1193,7.2969e+06,-0.0080,1.5747e+07,0.8191,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,4,1,0,1,1,1,3,1,1,1,0,2,0,1,0,1,0,1,0,0
VexiiRiscv_143,100MHz,45820.6130,1.8344e+07,6.6615,1.8103e+06,2.3805,5.3740e+06,5.6629,26398.6930,1.7486e+07,6.7230,1.5907e+06,2.6722,4.8808e+06,5.7228,26009.2640,5.8513e+08,-1374.5479,4.7195e+07,-2703.2837,1.7965e+08,-1644.3633,26166.8990,8.3151e+07,6.9860,4.8511e+07,4.0027,5.9576e+07,6.1031,26413.1250,1.8340e+07,6.8578,1.8095e+06,2.7084,5.3720e+06,5.8802,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,4,1,0,1,1,1,3,1,1,1,0,2,0,1,0,1,0,1,0,0
VexiiRiscv_144,400MHz,8418.6990,3.4585e+06,1.2228,1.3640e+06,-0.0635,1.9338e+06,0.8800,4873.6910,3.4144e+06,1.2330,1.3385e+06,0.0002,1.8951e+06,0.8866,4861.9810,2.7545e+08,1.3873,1.8321e+08,0.1084,2.2632e+08,1.0497,4856.4820,2.7480e+08,1.1475,1.8374e+08,0.0008,2.2625e+08,0.8268,4876.5920,3.4577e+06,1.2530,1.3638e+06,-0.0119,1.9333e+06,0.9103,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,2,0,0,0,1,1,6,1,2,1,2,0,2,5,0,1,0,1,1,1
VexiiRiscv_144,100MHz,8418.6990,1.4702e+06,8.0455,3.4053e+05,5.6388,5.4914e+05,7.5005,4881.2290,1.4515e+06,8.0917,3.3354e+05,5.8759,5.3778e+05,7.5234,4860.5180,6.9999e+07,8.8924,4.5803e+07,7.6084,5.6729e+07,8.5497,4853.8830,6.9297e+07,7.9900,4.6601e+07,5.7584,5.6629e+07,7.4757,4910.4500,1.4697e+06,8.1627,3.4043e+05,5.8427,5.4891e+05,7.5894,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,2,0,0,0,1,1,6,1,2,1,2,0,2,5,0,1,0,1,1,1
VexiiRiscv_144,800MHz,8667.7030,6.0074e+06,0.4829,2.8078e+06,-0.0445,3.7973e+06,0.3359,5106.0740,5.8881e+06,0.5108,2.7555e+06,-0.0000,3.7145e+06,0.3516,4987.9060,5.4947e+08,0.4038,3.6642e+08,-0.2895,4.5246e+08,0.1955,5008.8640,5.4910e+08,0.4854,3.6662e+08,-0.0001,4.5249e+08,0.3403,5120.4930,6.0061e+06,0.5454,2.8073e+06,-0.0215,3.7965e+06,0.3882,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,2,0,0,0,1,1,6,1,2,1,2,0,2,5,0,1,0,1,1,1
VexiiRiscv_145,400MHz,53718.4870,1.8320e+07,1.1753,5.5012e+06,-0.0672,8.6135e+06,0.8433,30923.7490,1.8077e+07,1.1379,5.3462e+06,0.0002,8.3810e+06,0.8029,30413.2660,2.8987e+08,1.1610,1.8600e+08,0.2288,2.3145e+08,0.8446,30633.1720,2.8772e+08,0.9377,1.8719e+08,0.0005,2.3174e+08,0.6650,30952.5870,1.8312e+07,1.2106,5.4996e+06,-0.0221,8.6101e+06,0.8724,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,3,3,0,1,6,2,2,2,0,0,0,1,0,1
VexiiRiscv_145,800MHz,53771.3470,2.8863e+07,0.3914,1.1282e+07,-0.0444,1.6235e+07,0.2761,31108.1970,2.9027e+07,0.4329,1.0937e+07,0.0001,1.5884e+07,0.3001,30463.0620,5.7026e+08,0.4178,3.7200e+08,-0.1985,4.6169e+08,0.2396,30758.3450,5.7062e+08,0.4079,3.7333e+08,-0.0002,4.6299e+08,0.2765,31206.8440,2.8852e+07,0.4635,1.1280e+07,-0.0155,1.6229e+07,0.3289,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,3,3,0,1,6,2,2,2,0,0,0,1,0,1
VexiiRiscv_145,100MHz,53692.0570,9.4130e+06,7.2296,1.3669e+06,3.7889,2.7300e+06,6.3684,30953.9540,9.3285e+06,7.2179,1.3286e+06,3.9639,2.6634e+06,6.3762,30389.7910,7.9518e+07,8.1316,4.6506e+07,6.3440,5.8768e+07,7.6217,30641.9960,7.6070e+07,7.2285,4.7589e+07,4.0928,5.8381e+07,6.4512,30985.2270,9.4087e+06,7.3256,1.3662e+06,3.8863,2.7281e+06,6.4676,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,3,3,0,1,6,2,2,2,0,0,0,1,0,1
VexiiRiscv_146,800MHz,225320.6260,1.5115e+08,0.3263,4.5202e+07,-0.1020,7.8970e+07,0.2043,130287.0340,1.4146e+08,0.3707,4.0920e+07,-0.0008,7.1585e+07,0.2447,126778.1960,1.1819e+10,-198.7602,1.4449e+09,-372.3853,4.0408e+09,-235.8695,128129.2190,6.7634e+08,0.3460,3.9154e+08,-0.0004,5.0504e+08,0.2366,130836.8880,1.5111e+08,0.4011,4.5192e+07,-0.0294,7.8950e+07,0.2717,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,3,0,1,5,2,0,4,0,1,1,0,1,0
VexiiRiscv_146,100MHz,224984.6720,5.4497e+07,5.7569,5.5976e+06,0.5652,1.4871e+07,4.5553,128183.6520,5.3040e+07,5.8447,5.0575e+06,0.7649,1.3838e+07,4.6614,126651.4510,1.5269e+09,-173.0962,1.8064e+08,-324.7119,5.1193e+08,-203.3228,127588.0790,1.1812e+08,5.8760,5.3083e+07,1.6257,6.7460e+07,4.6769,128451.9300,5.4480e+07,6.1146,5.5949e+06,0.9513,1.4864e+07,4.8781,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,3,0,1,5,2,0,4,0,1,1,0,1,0
VexiiRiscv_146,400MHz,224984.6720,9.5900e+07,0.7970,2.2336e+07,-0.1076,4.2211e+07,0.5473,128493.0790,9.0900e+07,0.9280,2.0191e+07,0.0000,3.8438e+07,0.6453,126651.6280,5.9370e+09,-198.0331,7.2248e+08,-372.1597,2.0239e+09,-235.3551,127590.1860,3.5681e+08,0.8636,1.9808e+08,-0.0006,2.5484e+08,0.5808,128878.8550,9.5870e+07,1.0411,2.2330e+07,-0.0320,4.2198e+07,0.7526,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,4,3,0,1,5,2,0,4,0,1,1,0,1,0
VexiiRiscv_147,100MHz,224486.9130,8.2800e+07,5.9241,8.2145e+06,0.7796,2.4137e+07,4.6983,128226.6760,7.9005e+07,6.0475,7.2662e+06,1.2264,2.1952e+07,4.8460,126355.7990,1.1153e+10,-765.5261,1.2281e+08,-1431.7386,2.6994e+09,-904.1576,127604.4140,1.3949e+08,6.1170,5.6592e+07,1.8982,7.2442e+07,4.9753,128491.4930,8.2780e+07,6.2663,8.2111e+06,1.2991,2.4128e+07,5.0679,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,5,3,2,2,1,0,0,1,0,0
VexiiRiscv_147,800MHz,224984.6720,2.2717e+08,0.2904,6.5754e+07,-0.0854,1.1959e+08,0.1622,130017.4560,2.0688e+08,0.3308,5.8431e+07,-0.0001,1.0617e+08,0.2097,126641.0810,8.8351e+10,-774.2756,9.8402e+08,-1440.4702,2.1439e+10,-912.8971,128299.6170,7.3168e+08,0.3266,3.9879e+08,-0.1108,5.2683e+08,0.2065,130654.8340,2.2710e+08,0.4120,6.5738e+07,-0.0204,1.1956e+08,0.2922,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,5,3,2,2,1,0,0,1,0,0
VexiiRiscv_147,400MHz,224540.9210,1.5868e+08,0.8740,3.2798e+07,-0.0640,7.1452e+07,0.6049,128404.1460,1.4481e+08,0.9021,2.9039e+07,0.0008,6.3109e+07,0.6100,126422.1600,4.4210e+10,-773.0231,4.9201e+08,-1439.2163,1.0724e+10,-911.6230,127619.4750,3.9243e+08,0.8643,2.0319e+08,-0.0002,2.6700e+08,0.5796,128629.7980,1.5864e+08,0.9672,3.2790e+07,-0.0074,7.1433e+07,0.6932,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,5,3,2,2,1,0,0,1,0,0
VexiiRiscv_148,400MHz,5762.3990,2.9602e+06,1.2206,1.3131e+06,-0.0638,1.7856e+06,0.8793,3374.2130,2.9259e+06,1.2103,1.2930e+06,0.0013,1.7560e+06,0.8706,3363.2690,3.3001e+06,1.1796,1.0800e+06,-0.1508,1.6020e+06,0.8135,3356.7430,2.9761e+06,1.1462,1.1324e+06,0.0003,1.6095e+06,0.8466,3375.5940,2.9594e+06,1.2676,1.3128e+06,-0.0037,1.7851e+06,0.9287,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,4,2,0,0,3,1,0,3,0,0,0,0,1,1
VexiiRiscv_148,100MHz,5771.0450,1.1897e+06,8.2754,3.2417e+05,6.1088,4.9466e+05,7.7412,3386.0870,1.1865e+06,8.2777,3.1887e+05,6.2213,4.8792e+05,7.7621,3364.5550,1.5686e+06,8.6782,2.7030e+05,7.3498,4.9617e+05,8.3121,3358.4950,1.1640e+06,8.2013,2.8647e+05,6.1257,4.4925e+05,7.7596,3383.6250,1.1893e+06,8.3444,3.2407e+05,6.2014,4.9447e+05,7.8087,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,4,2,0,0,3,1,0,3,0,0,0,0,1,1
VexiiRiscv_148,800MHz,5879.1170,5.4073e+06,0.4683,2.6674e+06,-0.0451,3.5605e+06,0.3259,3466.5810,5.3049e+06,0.4797,2.6241e+06,-0.0000,3.4906e+06,0.3420,3411.7100,5.6320e+06,0.4846,2.1608e+06,-0.0903,3.0806e+06,0.2998,3413.2420,5.5601e+06,0.4634,2.2745e+06,0.0001,3.1963e+06,0.3345,3478.3320,5.4057e+06,0.4985,2.6668e+06,-0.0201,3.5595e+06,0.3534,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,4,2,0,0,3,1,0,3,0,0,0,0,1,1
VexiiRiscv_149,100MHz,29390.4680,6.4539e+06,6.2632,1.4687e+06,1.5725,2.4388e+06,5.1266,17067.8240,6.4096e+06,6.2943,1.4364e+06,1.8184,2.3923e+06,5.1642,16754.6210,7.6352e+07,7.8151,4.6626e+07,5.4674,5.8523e+07,7.1490,16841.7080,7.3743e+07,6.2402,4.7547e+07,2.1992,5.8144e+07,5.1313,17086.0190,6.4518e+06,6.4656,1.4683e+06,1.8837,2.4379e+06,5.3442,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,2,0,1,1,0,0,1,3,2,0,0,2,2,5,1,0,0,0,0,0
VexiiRiscv_149,400MHz,29492.3840,1.5922e+07,1.0953,5.8157e+06,-0.0879,8.6298e+06,0.7817,17191.3690,1.5822e+07,1.0770,5.6848e+06,0.0006,8.4415e+06,0.7556,16783.4450,2.8920e+08,1.0616,1.8649e+08,-0.0046,2.3198e+08,0.7067,16887.3580,2.8530e+08,0.8952,1.8730e+08,0.0005,2.3147e+08,0.6136,17200.5340,1.5918e+07,1.1577,5.8147e+06,-0.0331,8.6279e+06,0.8308,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,2,0,1,1,0,0,1,3,2,0,0,2,2,5,1,0,0,0,0,0
VexiiRiscv_149,800MHz,29551.1530,2.5875e+07,0.4491,1.1988e+07,-0.0573,1.6403e+07,0.3090,17215.3220,2.5579e+07,0.4391,1.1728e+07,0.0000,1.6048e+07,0.2965,16836.7560,5.7277e+08,0.2902,3.7299e+08,-0.4609,4.6323e+08,0.0551,16990.8750,5.6770e+08,0.4222,3.7369e+08,-0.0001,4.6269e+08,0.2913,17272.6010,2.5869e+07,0.4692,1.1986e+07,-0.0224,1.6400e+07,0.3279,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,2,0,1,1,0,0,1,3,2,0,0,2,2,5,1,0,0,0,0,0
VexiiRiscv_15,100MHz,15967.2140,2.6533e+06,7.2066,4.7174e+05,3.6672,8.4761e+05,6.3737,9274.0550,2.6334e+06,7.2806,4.5957e+05,3.9887,8.2985e+05,6.4591,9155.9010,4.3599e+06,8.6777,3.5466e+05,7.3126,1.0382e+06,8.3072,9201.8520,2.5381e+06,7.2962,4.5236e+05,4.6324,7.5393e+05,6.5120,9281.9890,2.6522e+06,7.3800,4.7155e+05,3.9527,8.4715e+05,6.5542,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,3,1,1,1,3,1,1,1,0,0,0,0,0,1
VexiiRiscv_15,400MHz,15967.2140,5.6366e+06,1.0224,1.8584e+06,-0.0702,2.8387e+06,0.7322,9266.9280,5.6412e+06,1.0788,1.8057e+06,0.0009,2.7736e+06,0.7634,9155.9010,8.9361e+06,1.1777,1.4153e+06,-0.1874,3.0509e+06,0.8072,9212.5220,5.3983e+06,1.0384,1.6366e+06,0.0028,2.4953e+06,0.7437,9292.4270,5.6349e+06,1.1488,1.8580e+06,-0.0086,2.8379e+06,0.8483,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,3,1,1,1,3,1,1,1,0,0,0,0,0,1
VexiiRiscv_15,800MHz,16161.1420,9.1816e+06,0.4415,3.7964e+06,-0.0425,5.3690e+06,0.3131,9435.3420,9.2151e+06,0.4560,3.6953e+06,0.0002,5.2619e+06,0.3196,9250.3890,1.5238e+07,0.4754,2.8312e+06,-0.1427,5.7719e+06,0.2882,9331.4430,9.3316e+06,0.4449,3.2372e+06,0.0001,4.8622e+06,0.2988,9466.2040,9.1787e+06,0.4848,3.7956e+06,-0.0222,5.3676e+06,0.3429,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,3,1,1,1,3,1,1,1,0,0,0,0,0,1
VexiiRiscv_150,400MHz,81810.0120,3.2384e+07,0.8705,7.6640e+06,-0.0822,1.4046e+07,0.5963,47284.1000,3.1231e+07,0.8847,7.1077e+06,-0.0000,1.3086e+07,0.6087,46204.0360,3.0429e+08,-181.2036,1.8638e+08,-331.6629,2.3510e+08,-212.3447,46608.6770,2.9846e+08,0.9305,1.8807e+08,0.0025,2.3455e+08,0.6422,47367.0550,3.2374e+07,0.9361,7.6618e+06,-0.0576,1.4041e+07,0.6458,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,3,1,1,1,0,1,4,2,0,1,6,3,1,0,0,1,1,0,0,0
VexiiRiscv_150,800MHz,82077.9480,4.7528e+07,0.2936,1.5327e+07,-0.0762,2.4833e+07,0.1799,47709.0960,4.5670e+07,0.3283,1.4203e+07,-0.0001,2.3100e+07,0.2134,46331.5880,5.8984e+08,-182.9892,3.7273e+08,-335.5324,4.6759e+08,-214.8929,46907.5300,5.8602e+08,0.3894,3.7432e+08,0.0000,4.6782e+08,0.2581,47851.2720,4.7512e+07,0.4023,1.5323e+07,-0.0189,2.4825e+07,0.2891,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,3,1,1,1,0,1,4,2,0,1,6,3,1,0,0,1,1,0,0,0
VexiiRiscv_150,100MHz,81810.0120,1.7597e+07,6.3554,1.8660e+06,1.9287,4.7123e+06,5.3276,46896.0660,1.7154e+07,6.2871,1.7280e+06,2.1051,4.4341e+06,5.2343,46198.9060,8.9835e+07,-173.7036,4.6600e+07,-324.1629,6.0661e+07,-204.8447,46543.4640,8.3212e+07,6.4048,4.8409e+07,2.8376,5.9703e+07,5.4503,46937.1750,1.7591e+07,6.5610,1.8651e+06,2.2546,4.7098e+06,5.5415,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,3,1,1,1,0,1,4,2,0,1,6,3,1,0,0,1,1,0,0,0
VexiiRiscv_151,400MHz,60648.1730,5.3996e+07,1.1279,1.1891e+07,-0.0409,2.5140e+07,0.8511,34826.5990,4.9029e+07,1.1382,1.0625e+07,0.0003,2.2266e+07,0.8511,34296.1020,5.9182e+09,-772.9331,4.3419e+08,-1437.1426,1.7615e+09,-911.3585,34471.8210,3.1028e+08,1.0633,1.8982e+08,0.0014,2.3884e+08,0.7866,34859.3350,5.3983e+07,1.3252,1.1888e+07,-0.0157,2.5133e+07,0.9892,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,2,3,0,2,3,2,1,1,0,0,1,1,1
VexiiRiscv_151,100MHz,60648.1730,2.7621e+07,7.3544,2.9628e+06,4.1524,8.4545e+06,6.6424,35218.9410,2.6226e+07,7.6707,2.6422e+06,4.7715,7.6864e+06,6.9846,34296.1020,1.4955e+09,-765.4331,1.0855e+08,-1429.6426,4.4271e+08,-903.8585,34459.4680,9.0363e+07,7.5502,4.9806e+07,5.5610,6.1536e+07,6.8994,35254.0030,2.7615e+07,7.7392,2.9617e+06,4.7223,8.4518e+06,7.0389,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,2,3,0,2,3,2,1,1,0,0,1,1,1
VexiiRiscv_151,800MHz,60878.9000,9.5976e+07,0.3444,2.4167e+07,-0.1578,4.9992e+07,0.2163,35404.4690,8.4627e+07,0.4121,2.1577e+07,0.0000,4.3783e+07,0.2925,34417.6490,1.1815e+10,-774.2634,8.6835e+08,-1438.4885,3.5200e+09,-912.6324,34687.9520,6.0427e+08,0.4023,3.7653e+08,-0.0011,4.7538e+08,0.2767,35675.6210,9.5950e+07,0.4286,2.4161e+07,-0.0473,4.9978e+07,0.3143,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,2,3,0,2,3,2,1,1,0,0,1,1,1
VexiiRiscv_152,800MHz,121019.4360,6.6860e+07,0.2678,1.8900e+07,-0.1239,3.1843e+07,0.1461,72077.3760,6.8234e+07,0.0330,1.8046e+07,-0.4418,3.1034e+07,-0.1289,68167.7960,5.9236e+08,0.5053,3.7525e+08,-0.1102,4.6957e+08,0.3167,68870.9340,5.9429e+08,0.3691,3.7794e+08,-0.0027,4.7234e+08,0.2522,72460.0740,6.6829e+07,0.2974,1.8894e+07,-0.0901,3.1829e+07,0.1703,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,4,0,0,1,0,0,5,2,2,1,4,0,1,0,0,1,1,1,1,0
VexiiRiscv_152,400MHz,120773.2780,4.2455e+07,0.9143,9.1283e+06,-0.1379,1.6975e+07,0.6277,70115.3210,4.2219e+07,0.9616,8.6733e+06,0.0007,1.6301e+07,0.6876,68045.6190,3.0711e+08,1.3986,1.8763e+08,0.1084,2.3620e+08,1.0497,68592.1080,3.0315e+08,0.9446,1.8974e+08,0.0007,2.3679e+08,0.6853,70186.2380,4.2436e+07,0.9811,9.1247e+06,-0.0696,1.6967e+07,0.6871,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,4,0,0,1,0,0,5,2,2,1,4,0,1,0,0,1,1,1,1,0
VexiiRiscv_152,100MHz,120773.2780,2.4672e+07,6.6177,2.2557e+06,3.2321,6.1406e+06,5.8148,69992.9400,2.4228e+07,6.7488,2.1503e+06,3.5397,5.8950e+06,5.9342,68044.3470,9.3045e+07,8.8986,4.6913e+07,7.6084,6.1148e+07,8.5497,68661.3560,8.6039e+07,7.1770,4.8622e+07,5.0848,6.0349e+07,6.5394,70286.1160,2.4662e+07,6.7942,2.2542e+06,3.5040,6.1366e+06,5.9881,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,4,0,0,1,0,0,5,2,2,1,4,0,1,0,0,1,1,1,1,0
VexiiRiscv_153,100MHz,19383.7390,4.6450e+06,7.2261,8.3555e+05,3.8079,1.5606e+06,6.4290,11167.0660,4.5618e+06,7.3966,7.9894e+05,4.1926,1.4996e+06,6.5965,11056.6550,7.3732e+07,8.7256,4.6110e+07,7.4491,5.7638e+07,8.3688,11066.1620,7.2248e+07,7.5925,4.7105e+07,5.0513,5.7427e+07,6.8798,11167.2300,4.6436e+06,7.5069,8.3527e+05,4.1794,1.5600e+06,6.7043,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,3,0,0,0,1,0,1,3,2,1,1,2,0,1,1,1,1,0,0,0
VexiiRiscv_153,800MHz,19482.4270,1.6678e+07,0.4472,6.7893e+06,-0.0591,9.9790e+06,0.3049,11381.6100,1.5990e+07,0.4798,6.5010e+06,0.0000,9.4912e+06,0.3341,11109.6520,5.5936e+08,0.3186,3.6887e+08,-0.4345,4.5694e+08,0.0800,11182.7710,5.5873e+08,0.4463,3.6928e+08,-0.0000,4.5705e+08,0.3100,11422.4170,1.6674e+07,0.4931,6.7881e+06,-0.0299,9.9769e+06,0.3466,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,3,0,0,0,1,0,1,3,2,1,1,2,0,1,1,1,1,0,0,0
VexiiRiscv_153,400MHz,19383.7390,1.0156e+07,1.0346,3.3262e+06,-0.0696,5.2350e+06,0.7323,11222.1010,9.8102e+06,1.1280,3.1817e+06,0.0003,4.9812e+06,0.8008,11056.6550,2.8175e+08,1.2256,1.8443e+08,-0.0509,2.2875e+08,0.8688,11092.3320,2.8065e+08,1.0657,1.8518e+08,0.0000,2.2868e+08,0.7316,11226.7250,1.0154e+07,1.1671,3.3256e+06,-0.0253,5.2338e+06,0.8584,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,3,0,0,0,1,0,1,3,2,1,1,2,0,1,1,1,1,0,0,0
VexiiRiscv_154,400MHz,40999.5620,1.8100e+07,1.2289,5.1759e+06,-0.0697,8.6273e+06,0.8834,23640.0660,1.7530e+07,1.2143,4.8347e+06,0.0011,8.0943e+06,0.8644,23307.6280,2.9014e+08,1.4072,1.8528e+08,0.5475,2.3130e+08,1.1342,23462.1570,2.8848e+08,1.0453,1.8659e+08,0.0011,2.3147e+08,0.7118,23720.5040,1.8094e+07,1.2688,5.1744e+06,-0.0203,8.6244e+06,0.9245,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,2,3,0,0,4,0,0,1,1,1,0,1,1,1
VexiiRiscv_154,100MHz,40999.5620,9.4030e+06,7.8039,1.2981e+06,4.9936,2.7486e+06,7.0951,23679.9430,9.2148e+06,7.7780,1.2192e+06,5.1328,2.6169e+06,7.0902,23306.2050,7.9828e+07,8.3227,4.6321e+07,6.3535,5.8824e+07,7.7840,23474.4970,7.7055e+07,7.7432,4.7735e+07,5.4355,5.8492e+07,7.0396,23708.0010,9.3998e+06,7.8525,1.2975e+06,5.0627,2.7472e+06,7.1475,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,2,3,0,0,4,0,0,1,1,1,0,1,1,1
VexiiRiscv_154,800MHz,41022.6540,2.8663e+07,0.4619,1.0461e+07,-0.0410,1.6152e+07,0.3343,23789.3560,2.7567e+07,0.5133,9.7813e+06,0.0000,1.5120e+07,0.3658,23329.2840,5.7059e+08,0.5726,3.7055e+08,0.0254,4.6129e+08,0.3976,23540.5990,5.7080e+08,0.4519,3.7174e+08,-0.0001,4.6218e+08,0.3145,23889.5620,2.8654e+07,0.5379,1.0458e+07,-0.0218,1.6147e+07,0.3986,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,2,3,0,0,4,0,0,1,1,1,0,1,1,1
